ID	KOREA	JAPAN	ENGLISH	THAI
1951	The reinforcement value will drop by -3 when you fail the reinforcement	The reinforcement value will drop by -3 when you fail the reinforcement	The reinforcement value will drop by -3 when you fail the reinforcement	The reinforcement value will drop by -3 when you fail the reinforcement
1952	The item will be initialized when you fail the reinforcement	The item will be initialized when you fail the reinforcement	The item will be initialized when you fail the reinforcement	The item will be initialized when you fail the reinforcement
1953	The item will be destroyed when you fail the reinforcement	The item will be destroyed when you fail the reinforcement	The item will be destroyed when you fail the reinforcement	The item will be destroyed when you fail the reinforcement
1954	Required Materials:	msg 1954	msg 1954	msg 1954
1955	It fell to reinforce failure to +5.	msg 1955	msg 1955	msg 1955
1956	Maximum HP 3000 rise \ n Dano 10% rise \ n Defense 10% rise \ n experience a 10% rise	msg 1955	msg 1955	msg 1955
1957	%d minutes remaining	%d	%d	%d
1958	Aumenta	msg 1958	msg 1958	msg 1958
2000	Rising Attack	msg2000	msg2000	msg2000
2001	Defense rises	msg2001	msg2001	msg2001
2002	Magical Defense rises	msg2002	msg2002	msg2002
2003	Experience acquired amount rises	msg2003	msg2003	msg2003
2004	Obtaining the amount of lime rise	msg2004	msg2004	msg2004
2005	Quest rising amount of Pontos acquired	msg2005	msg2005	msg2005
2006	Full stats for each additional party members rise	msg2006	msg2006	msg2006
2007	Maximum HP rises	msg2007	msg2007	msg2007
2008	Maximum Mana	msg2008	msg2008	msg2008
2009	The maximum stamina rise	msg2009	msg2009	msg2009
2010	The maximum electric power rises	msg2010	msg2010	msg2010
2011	Critical rise	msg2011	msg2011	msg2011
2012	Monster stamina decreases	msg2012	msg2012	msg2012
2013	Dano taken decline	msg2013	msg2013	msg2013
2014	Travel speed rises	msg2014	msg2014	msg2014
2015	Dano moment rises	msg2015	msg2015	msg2015
2016	D system activated	msg	msg	msg
2100	The client version is different. Please connect again after the update.	msg2100	msg2100	msg2100
2200	%d channels	%dmsg1957	%d Channel	%d Channel
2201	%s is Friending want. Do you accept?	%s	%s	%s
2202	%s Dear friends standing now rejected.	%s	%s	%s
2203	Amigos (J)	msg2203	msg2203	msg2203
2300	Se voce alterar o nome de seu personagem, toda lista de amigos ja salva sera perdia. Deseja prosseguir?	msg2300	msg2300	msg2300
2400	Among the ancient ring synthesis of ancient ring is not recovered.	msg2400	msg2400	msg2400
2401	2-channel only possible move.	msg2401	msg2401	msg2401
2402	Try turning off the guardian relationship.	msg2402	msg2402	msg2402
2403	Remove %s item? After removing, Item will not be recovered.	Remove %s item? After removing, Item will not be recovered.	Remove %s item? After removing, Item will not be recovered.	Remove %s item? After removing, Item will not be recovered.
2404	View yutpan	msg2404	msg2404	msg2404
2405	Fishing	msg2405	msg2405	msg2405
2406	This item is out.	msg2406	msg2406	msg2406
2500	Pyramisa	msg2500	msg2500	msg2500
2501	Mandarin	msg2501	msg2501	msg2501
2502	Anchovy	msg2502	msg2502	msg2502
2503	Mangdungeo	msg2503	msg2503	msg2503
2504	Trout	msg2504	msg2504	msg2504
2505	Snakehead	msg2505	msg2505	msg2505
2506	Cutlass	msg2506	msg2506	msg2506
2507	Flounder	msg2507	msg2507	msg2507
2508	Shark	msg2508	msg2508	msg2508
2509	Whale	msg2509	msg2509	msg2509
2600	Blocked Account [%d.%d.%d.%d.%d]	Blocked Account [%d.%d.%d.%d.%d]	Blocked Account [%d.%d.%d.%d.%d]	Blocked Account [%d.%d.%d.%d.%d]
2601	Blocked Account [Forever]	Blocked Account [Forever]	Blocked Account [Forever]	Blocked Account [Forever]
2610	Blocked Character [%d.%d.%d.%d.%d]	Blocked Character [%d.%d.%d.%d.%d]	Blocked Character [%d.%d.%d.%d.%d]	Blocked Character [%d.%d.%d.%d.%d]
2611	[%s]	[%s]	[%s]	[%s]
2612	Blocked Character [%s:Forever]	Blocked Character [%s:Forever]	Blocked Character [%s:Forever]	Blocked Character [%s:Forever]
2620	Other reasons	msg2620	msg2620	msg2620
2621	Hacking	msg2621	msg2621	msg2621
2622	Fraud	msg2622	msg2622	msg2622
2623	More than account	msg2623	msg2623	msg2623
2624	Abuse	msg2624	msg2624	msg2624
2625	Using nuclear	msg2625	msg2625	msg2625
2626	Use bug	msg2626	msg2626	msg2626
2700	Searches are long or too short.	msg2700	msg2700	msg2700
2701	Spaces in the query can not be used.	msg2701	msg2701	msg2701
2800	MAD is an online event is in progress. After character creation Mad online	msg2800	msg2800	msg2800
2801	Check out Mad Online Event NPC of Lagrange Lamia region. Have a happy day today.	msg2801	msg2801	msg2801
2802	Please enter the Mad Online Character.	msg2802	msg2802	msg2802
2803	"Are you sure ""%s""? Can be stored only once. Do you want to save?"	msg2803	msg2803	msg2803
2804	Mad people online characters long or too short.	msg2804	msg2804	msg2804
2805	Character Spacing on Mad online can not be used.	msg2805	msg2805	msg2805
2810	[%d-%d-%d %d:%d:%d] Saved at %s	[%d-%d-%d %d:%d:%d] Saved at %s	[%d-%d-%d %d:%d:%d] Saved at %s	[%d-%d-%d %d:%d:%d] Saved at %s 
2820	decrease Dano : %d%%	decrease Dano : %d%%	decrease Dano : %d%%	decrease Dano : %d%%
2900	10 King Candy	msg2900	msg2900	msg2900
2901	Five gold treasure chest	msg2901	msg2901	msg2901
2902	Five gold key	msg2902	msg2902	msg2902
2903	King Candy (30 minutes) 10	msg2903	msg2903	msg2903
2904	5 Magic Platinum	msg2904	msg2904	msg2904
2905	Three magic diamonds	msg2905	msg2905	msg2905
2906	Five platinum treasure chest	msg2906	msg2906	msg2906
2907	Five platinum key	msg2907	msg2907	msg2907
2908	Two Magic Regent diamond	msg2908	msg2908	msg2908
2909	Happiness charge (25Pack) 24 ?	msg2909	msg2909	msg2909
2910	Five lucky gift box	msg2910	msg2910	msg2910
2911	Two Great Magic Diamond	msg2911	msg2911	msg2911
2912	Lucky Gift Box 10	msg2912	msg2912	msg2912
2913	Great Magic Regent diamond 1	msg2913	msg2913	msg2913
2920	Large treatment upsurge pack (25Pack) 10 ?	msg2920	msg2920	msg2920
2921	DEMI Tron pass five	msg2921	msg2921	msg2921
2922	King Candy (30 minutes) 10	msg2922	msg2922	msg2922
2923	The 10 treasure chest	msg2923	msg2923	msg2923
2924	Magic Regent diamond three	msg2924	msg2924	msg2924
2925	Platinum Treasure Chest 10	msg2925	msg2925	msg2925
2926	10 platinum key	msg2926	msg2926	msg2926
2927	Peolron ruin the mobile device 10	msg2927	msg2927	msg2927
2928	Two Great Magic Diamond	msg2928	msg2928	msg2928
2929	Five lucky gift box	msg2929	msg2929	msg2929
2930	Great Magic Regent diamond 1	msg2930	msg2930	msg2930
2931	Lucky Gift Box 10	msg2931	msg2931	msg2931
2932	Great Magic Regent Diamond 2	msg2932	msg2932	msg2932
2940	Sinseok 1	msg2940	msg2940	msg2940
2941	Two sinseok	msg2941	msg2941	msg2941
2942	Sinseok three	msg2942	msg2942	msg2942
2943	Sinseok 4	msg2943	msg2943	msg2943
2944	Sinseok 5	msg2944	msg2944	msg2944
3000	The Guild delegation was automatically changed. Do you want to receive the Guild Master delegation?	msg3000	msg3000	msg3000
3010	Complete siege with us	msg3010	msg3010	msg3010
3011	Cartesian de Siege is available only with us for more than 150 Nivels.	msg3011	msg3011	msg3011
3012	Cartesian de Siege application is hasilsu Wednesday 18:00 to 21:00 with us for 50 minutes.	msg3012	msg3012	msg3012
3013	You have already applied for Cartesian de siege.	msg3013	msg3013	msg3013
3014	Cartesian exceeded the de Siege application personnel.	msg3014	msg3014	msg3014
3020	Today is the day that Cartesian de siege progressed,	msg3020	msg3020	msg3020
3021	Cartesian de siege is done only on one channel.	msg3021	msg3021	msg3021
3022	Cartesian de siege was 18 pm and 21:00 Lost Realms sex up to 50 minutes	msg3022	msg3022	msg3022
3023	Applications available through the siege apply NPC.	msg3023	msg3023	msg3023
3100	Ratto number has been registered successfully. Lottery registration number is displayed on the right list.	msg3100	msg3100	msg3100
3101	The number entered was incorrect. Please register and check again.	msg3101	msg3101	msg3101
3102	Duplicate numbers. Please register and check again.	msg3102	msg3102	msg3102
3103	There is no lottery ticket. Please re-register after obtaining ratto ticket.	msg3103	msg3103	msg3103
3104	Now is not the time to register.	msg3104	msg3104	msg3104
3105	Failed to register.	msg3105	msg3105	msg3105
3106	You can no longer register (registration number limit 51 times)	msg3106	msg3106	msg3106
3120	The number must be a number between 1 and 45. Please register and check again.	msg3120	msg3120	msg3120
3200	Please enter your information using a megaphone. A maximum of 50 characters	msg	msg	msg
3201	Would you like to use the loudspeaker item?	msg	msg	msg
3202	You have exceeded the maximum number of characters. Please check back.	msg	msg	msg
3203	There is nothing written. Please fill in the details.	msg	msg	msg
3204	There are no items in the quick slot loudspeaker.	msg	msg	msg
3220	Used a loudspeaker items.	msg	msg	msg
3221	There are no items loudspeaker.	msg	msg	msg
3222	An error has occurred loudspeaker is in use.	msg	msg	msg
3223	Daily use has exceeded the number of loudspeakers.	msg	msg	msg
3224	An error has occurred loudspeaker is in use.	msg	msg	msg
3225	Numero de itens e insuficiente.	msg	msg	msg
3226	Voce excedeu o numero de mensagen, aguarde um momento.	msg	msg	msg
3240	% 1% lime was recovered.	msg	msg	msg
3241	In excess of 2.1 billion in recovered lime% 1% were recovered.	msg	msg	msg
3242	The lime can not be recovered.	msg	msg	msg
3243	Only when the individual store is being sold, you can recover the lime.	msg	msg	msg
3260	You will be able to leave the guild during the siege.	msg	msg	msg
3261	During the siege is not available.	msg	msg	msg
3300	Maximum HP	msg	msg	msg
3301	Maximum mana	msg	msg	msg
3302	Maximum Stamina	msg	msg	msg
3303	The maximum electric power	msg	msg	msg
3304	Monster Dano absorption	msg	msg	msg
3305	PVP Dano absorption	msg	msg	msg
3400	No message	msg	msg	msg
3401	You can not access the event.	msg	msg	msg
3402	Bingo Info Error 2	msg	msg	msg
3403	Bingo Info Error 3	msg	msg	msg
3404	Bingo Info Error 4	msg	msg	msg
3405	Bingo Info Error 5	msg	msg	msg
3406	Bingo Info Error 6	msg	msg	msg
3407	Bingo Info Error 7	msg	msg	msg
3408	Bingo Info error 8	msg	msg	msg
3409	Bingo Info Error 9	msg	msg	msg
3500	No message	msg	msg	msg
3501	Message not separately.	msg	msg	msg
3502	No message	msg	msg	msg
3503	You can not access the event.	msg	msg	msg
3504	There is no bingo ticket.	msg	msg	msg
3505	Bingo ticket ten do not be the 10th turn.	msg	msg	msg
3506	LP The cap grows.	msg	msg	msg
3507	Bingo Registration Error 7	msg	msg	msg
3508	Bingo Registration Error 8	msg	msg	msg
3509	9. Bingo Registration Error	msg	msg	msg
3600	Success we receive the item. Go get the goods from the Karoo NPC.	msg	msg	msg
3601	You can not access the event.	msg	msg	msg
3602	He received the goods already.	msg	msg	msg
3603	Failed to receive the item.	msg	msg	msg
3604	Bingo Gift Error 4	msg	msg	msg
3605	Bingo gifts error 5	msg	msg	msg
3606	Bingo gifts error 6	msg	msg	msg
3607	Bingo Gift Error 7	msg	msg	msg
3608	Bingo gifts error 8	msg	msg	msg
3609	Bingo Gift Error 9	msg	msg	msg
3700	Would you like to receive a coupon Battle League?	msg	msg	msg
3710	Coupon code	msg	msg	msg
3711	Coupon code	msg	msg	msg
3712	All coupons have been exhausted.	msg	msg	msg
3713	The character Nivel has not been issued no coupon 50 Nivels.	msg	msg	msg
3714	Battle League failed to receive coupons.	msg	msg	msg
3715	Error 5 Battle League	msg	msg	msg
3716	Battle League failure 6	msg	msg	msg
3717	Error 7 Battle League	msg	msg	msg
3718	Error 8 Battle League	msg	msg	msg
3719	Error 9 Battle League	msg	msg	msg
3720	No items warehouse. You can not put it in the storage room.	msg	msg	msg
3721	No guild warehouse items. You can not put the item in the guild storage room.	msg	msg	msg
3730	Habilidade Initialization	msg	msg	msg
3731	Are you sure you want to reset the page ragon Habilidades? 10,000,000 lime is consumed during initialization.	msg	msg	msg
3740	Page ragon Habilidade has been properly initialized.	msg	msg	msg
3741	The Habilidade ragon page initialization failed.	msg	msg	msg
3742	The lime is low.	msg	msg	msg
3743	No Face Milt.	msg	msg	msg
3744	Blow Milt not.	msg	msg	msg
3750	Item was successfully strengthened.	msg	msg	msg
3751	He failed to strengthen the item.	msg	msg	msg
3752	Now the equipment is not strengthened by its jewelry.	msg	msg	msg
3753	Now the equipment is not to strengthen the LP strengthened jewelry.	msg	msg	msg
3754	You can no longer be the upgrade.	msg	msg	msg
3800	Success Message List	msg	msg	msg
3801	Failure message list	msg	msg	msg
3802	No Message List	msg	msg	msg
3820	Send a message success	msg	msg	msg
3821	Send a message fails	msg	msg	msg
3822	[Note] character name is too long.	msg	msg	msg
3823	[Note] the title is too long.	msg	msg	msg
3824	[Note] is too long.	msg	msg	msg
3825	[Note] The character does not exist.	msg	msg	msg
3826	[Note] You can not send any more.	msg	msg	msg
3827	[Note] I note is full.	msg	msg	msg
3828	[Note] himself he could not be sent.	msg	msg	msg
3829	[Note] Subject is too short.	msg	msg	msg
3840	Message deleted success	msg	msg	msg
3841	Delete message failure	msg	msg	msg
3860	Message Reading Success	msg	msg	msg
3861	Failed to read message	msg	msg	msg
3900	Fines 3X	msg	msg	msg
3901	Fines 10X	msg	msg	msg
3902	LP shop can only be purchased individually.	msg	msg	msg
3903	Buff item production success	msg	msg	msg
3904	Buff item production fail	msg	msg	msg
3905	Buff item gamble success	msg	msg	msg
3906	Buff item gamble fail	msg	msg	msg
3907	Exchanging medal success	msg	msg	msg
3908	Exchanging medal fail	msg	msg	msg
3909	Get reward	msg	msg	msg
3910	Complete	msg	msg	msg
3911	Complete : %d	msg	msg	msg
3912	Count : %d	msg	msg	msg
3913	%d	msg	msg	msg
3914	Not enough bingo ticket	msg	msg	msg
3915	Not enough 10 bingo tickets.	msg	msg	msg
3916	Cost : 10 LP	msg	msg	msg
3917	Expensive item. Are you sure drop it?	msg	msg	msg
3918	Expensive item. Are you sure sell it?	msg	msg	msg
3919	You must purchase Paid Warehouse.	msg	msg	msg
3920	Due to condition, you can't move.	msg	msg	msg
3921	(laim)	msg	msg	msg
3922	Team Lag	msg	msg	msg
3923	Team Haim
4000	Presents payment is completed.	msg	msg	msg
4001	gift has not been paid. Please check your inventory.	msg	msg	msg
4002	You have received gifts of today already paid.	msg	msg	msg
4003	not the duration of the event.	msg	msg	msg
4010	rageuhaim 14 years have prepared a small gift deurimyeo always be grateful to be kept to your love.	msg	msg	msg
4100	5 king candy	msg	msg	msg
4101	5 is a treasure chest	msg	msg	msg
4102	5 is the key	msg	msg	msg
4103	King Candy (30 minutes) 5	msg	msg	msg
4104	3 Magic Platinum	msg	msg	msg
4105	2 Magic diamond	msg	msg	msg
4106	3 gold treasure chest	msg	msg	msg
4107	3 Gold Keys	msg	msg	msg
4108	1 Magic Regent diamond	msg	msg	msg
4109	happiness full charge (25Pack) 6 gae	msg	msg	msg
4110	3 Lucky Gift Boxes	msg	msg	msg
4111	1 Great Magic Diamond	msg	msg	msg
4112	5 Lucky Gift Boxes	msg	msg	msg
4113	1 Great Magic Regent diamond	msg	msg	msg
4120	a large surge therapy pack (25Pack) 5 gae	msg	msg	msg
4121	10 is a treasure chest	msg	msg	msg
4122	the 10 keys	msg	msg	msg
4123	King Candy (30 minutes) 5	msg	msg	msg
4124	5 Magic Platinum	msg	msg	msg
4125	3 peolron Ruin mobile devices	msg	msg	msg
4126	5 gold treasure chest	msg	msg	msg
4127	5 gold key	msg	msg	msg
4128	3 Magic Regent diamond	msg	msg	msg
4129	happiness full charge (25Pack) 12 gae	msg	msg	msg
4130	5 Lucky Gift Boxes	msg	msg	msg
4131	3 Great Magic Diamond	msg	msg	msg
4132	8 Lucky gift box	msg	msg	msg
4133	1 Great Magic Regent diamond	msg	msg	msg
4140	a large surge therapy pack (25Pack) 10 gae	msg	msg	msg
4141	5 king candy	msg	msg	msg
4142	5 DEMI torch passes	msg	msg	msg
4143	King Candy (30 minutes) 10	msg	msg	msg
4144	10 Magic Platinum	msg	msg	msg
4145	3 Magic Regent diamond	msg	msg	msg
4146	10 platinum treasure chest	msg	msg	msg
4147	10 Platinum key	msg	msg	msg
4148	10 peolron Ruin mobile devices	msg	msg	msg
4149	2 diamond Great Magic	msg	msg	msg
4150	8 Lucky gift box	msg	msg	msg
4151	happiness full charge (25Pack) 24 gae	msg	msg	msg
4152	10 Lucky Gift Boxes	msg	msg	msg
4153	1 Great Magic Regent diamond	msg	msg	msg
4160	1 Great Magic Regent diamond	msg	msg	msg
4161	1 Great Magic Regent diamond	msg	msg	msg
4162	1 Great Magic Regent diamond	msg	msg	msg
